ID,BusinessUnit,Effective Date,Document Language,BaseURL,Name,POPPIsArchived,Uploaded By,DocumentID,Document TYPE,POPPIsActive,Approval Status,Uploaded On,Document Template,Copy PPM Archived Documents,Planned Review Date,Item Type,Path,Document ID Value
3144,350;#Financial Resources Management,2016-12-31,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Inventory Management_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3144'>POPP-11-3144</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2985,350;#Financial Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Parallel Fund Management_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-145'>UNITBMS-1904581467-145</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3181,350;#Financial Resources Management,2012-01-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Pipeline and Revenue Management_Other Resources_Accounts Receivable_SP.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3181'>POPP-11-3181</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3423,350;#Financial Resources Management,2019-01-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Pipeline and Revenue Management_Other Resources_Non-Core contributions_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3423'>POPP-11-3423</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3240,350;#Financial Resources Management,2020-05-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Pipeline and Revenue Management_Regular Resources_Government Contributions to Local Office Costs from LIC and MIC_Sp.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3240'>POPP-11-3240</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2617,350;#Financial Resources Management,2015-05-20,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Resource Planning and Cost Recovery_Harmonized Conceptual Funding Framework and Cost Recovery Methodology_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2617'>POPP-11-2617</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2590,350;#Financial Resources Management,2016-05-10,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Resource Planning and Cost Recovery_Multiple Funding Lines for Positions_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2590'>POPP-11-2590</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2592,350;#Financial Resources Management,2016-06-15,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Resource Planning and Cost Recovery_UN Agency Services_SCA_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2592'>POPP-11-2592</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2593,350;#Financial Resources Management,2016-04-05,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Resource Planning and Cost Recovery_UN Agency Services_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2593'>POPP-11-2593</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2594,350;#Financial Resources Management,2015-11-05,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Resource Planning and Cost Recovery_Universal Price List and Local Price List_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2594'>POPP-11-2594</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2595,350;#Financial Resources Management,2015-01-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Resource Planning_UN Agency Services_Common Services Project Management_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2595'>POPP-11-2595</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2591,350;#Financial Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Resource Planning and Cost Recovery_Use of UPL and LPL_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2591'>POPP-11-2591</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3332,350;#Financial Resources Management,2018-01-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Revenue Management_Country Co-Financing and Non-Earmarked Programme Cost Sharing_SP.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3332'>POPP-11-3332</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3165,350;#Financial Resources Management,2012-01-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Revenue Management_Handling of Cash and Receipts Treasury_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3165'>POPP-11-3165</a>,Policy,TRUE,Approved,2022-10-06 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3331,350;#Financial Resources Management,2015-04-22,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Government Local Office Cost (GLOC) Valuation of the In-Kind Contribution from the Host Government_SP.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3331'>POPP-11-3331</a>,Policy,TRUE,Approved,2022-10-06 17:51,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3180,350;#Financial Resources Management,2012-01-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Working with External Auditors_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3180'>POPP-11-3180</a>,Policy,TRUE,Approved,2022-10-06 17:51,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3333,350;#Financial Resources Management,2019-01-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Revenue Management_OR_Joint Programming_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3333'>POPP-11-3333</a>,Policy,TRUE,Approved,2022-10-06 17:51,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2582,350;#Financial Resources Management,2012-01-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Pooled Fund Management_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-185'>UNITBMS-1904581467-185</a>,Policy,TRUE,Approved,2022-10-06 17:51,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2581,350;#Financial Resources Management,2015-10-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Pass-through Management when UNDP as AA_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-184'>UNITBMS-1904581467-184</a>,Policy,TRUE,Approved,2022-10-06 17:51,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3153,350;#Financial Resources Management,2018-09-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Management of Petty Cash_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3153'>POPP-11-3153</a>,Policy,TRUE,Approved,2022-10-06 17:51,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3169,350;#Financial Resources Management,2016-06-15,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Trust Fund Management_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3169'>POPP-11-3169</a>,Policy,TRUE,Approved,2022-10-06 17:51,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3847,357;#Security,2022-09-27,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,SO_Framework of Accountability Explainer.pdf,FALSE,Emiliana Zhivkova,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3847'>POPP-11-3847</a>,Template,TRUE,Approved,2022-10-04 14:21,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3175,350;#Financial Resources Management,2012-01-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Expense Management _Prepayments_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3175'>POPP-11-3175</a>,Policy,TRUE,Approved,2022-10-03 22:06,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3735,350;#Financial Resources Management,2012-01-01,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,FRM_Expense Management _Prepayments_FR.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3735'>POPP-11-3735</a>,Policy,TRUE,Approved,2022-10-03 22:06,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2650,356;#Accountability,2021-12-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,AC_Ethics_Protection Against Retaliation (Spanish).docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITOFFICE-46-287'>UNITOFFICE-46-287</a>,Policy,TRUE,Approved,2022-10-03 16:49,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3690,356;#Accountability,2022-01-01,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,AC_Accountability_Internal Control Framework.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3690'>POPP-11-3690</a>,Policy,TRUE,Approved,2022-10-03 9:45,,,2024-06-01,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3843,54;#Risk Management,2022-09-30,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,AC_Accountability AML CFT_ES.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3843'>POPP-11-3843</a>,Policy,TRUE,Approved,2022-09-30 17:50,,,2025-09-30,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3844,54;#Risk Management,2022-09-30,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,AC_Accountability AML CFT_FR.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3844'>POPP-11-3844</a>,Policy,TRUE,Approved,2022-09-30 17:50,,,2025-09-30,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3824,349;#Human Resources Management,2022-11-01,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Workforce Management._Organizational Unit Restructuring.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3824'>POPP-11-3824</a>,Policy,TRUE,Approved,2022-09-30 15:27,,,2025-11-01,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
581,355;#Procurement,2016-07-27,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,PSU_Solicitation Process_Solicitation.docx.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-581'>POPP-11-581</a>,Policy,TRUE,Approved,2022-09-29 21:26,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2830,355;#Procurement,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,"PSU_Invitation to Bid (ITB)-1 increase to $200,000_French.docx",FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-215'>UNITBMS-1904581467-215</a>,Template,TRUE,Approved,2022-09-29 21:26,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
324,355;#Procurement,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,PSU_Solicitation Process_Solicitation Documents_Request for Proposal (RFP) - 200k and Above_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-324'>POPP-11-324</a>,Template,TRUE,Approved,2022-09-29 21:20,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2913,355;#Procurement,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,PSU_Solicitation Process_Solicitation Documents_Request for Proposal (RFP) - 200k and Above_French.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-86'>UNITBMS-1904581467-86</a>,Template,TRUE,Approved,2022-09-29 21:20,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
315,355;#Procurement,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,"PSU_Solicitation Process_Solicitation Documents_PSU_Invitation to Bid (ITB)-1 increase to $200,000_Spanish.docx",FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-315'>POPP-11-315</a>,Template,TRUE,Approved,2022-09-29 21:20,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3839,349;#Human Resources Management,2022-11-01,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Organizational Unit Restructuring_ Flowchart 1 The Organizational Unit Restructuring Policy.pdf,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3839'>POPP-11-3839</a>,Template,TRUE,Approved,2022-09-29 10:42,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3840,349;#Human Resources Management,2022-11-01,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Organizational Unit Restructuring_Flowchart 2 Position Confirmation.pdf,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3840'>POPP-11-3840</a>,Template,TRUE,Approved,2022-09-29 10:42,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3841,349;#Human Resources Management,2022-11-01,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Organizational Unit Restructuring_ Flowchart 3 Position Placement.pdf,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3841'>POPP-11-3841</a>,Template,TRUE,Approved,2022-09-29 10:41,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3842,349;#Human Resources Management,2022-11-01,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Organizational Unit Restructuring_ Flowchart 4 Competitive Selection Exercise.pdf,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3842'>POPP-11-3842</a>,Template,TRUE,Approved,2022-09-29 10:41,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2342,355;#Procurement,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,PSU_Solicitation Process_Solicitation Documents_Request for Proposal (RFP) - 200k and Above.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2342'>POPP-11-2342</a>,Template,TRUE,Approved,2022-09-29 9:47,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2341,355;#Procurement,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,"PSU_Invitation to Bid (ITB)-1 increase to $200,000.docx",FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2341'>POPP-11-2341</a>,Template,TRUE,Approved,2022-09-29 9:47,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
1512,669;#Programme and Project Management,2022-09-28,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,PPM_Programme Management_Resources Mobilization Target Table.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1512'>POPP-11-1512</a>,Template,TRUE,Approved,2022-09-28 8:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2343,355;#Procurement,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,PSU_Solicitation Process_Solicitation Documents_Request for Quotation (RFQ).docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2343'>POPP-11-2343</a>,Template,TRUE,Approved,2022-09-23 17:52,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2625,355;#Procurement,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,PSU_Solicitation Process_Solicitation Documents_Request for Quotation (RFQ)_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2625'>POPP-11-2625</a>,Template,TRUE,Approved,2022-09-23 14:06,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
7,356;#Accountability,2021-12-01,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,AC_Ethics_Protection against Retaliation.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=WKP7456DF7F6-1267884448-2'>WKP7456DF7F6-1267884448-2</a>,Policy,TRUE,Approved,2022-09-22 19:20,,,2023-12-01,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3667,349;#Human Resources Management,2022-09-15,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Types of Leave_Annual Leave_FR.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3667'>POPP-11-3667</a>,Policy,TRUE,Approved,2022-09-16 20:06,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3399,349;#Human Resources Management,2022-09-15,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Types of Leave_Annual Leave_Spanish.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3399'>POPP-11-3399</a>,Policy,TRUE,Approved,2022-09-16 20:06,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
989,353;#Administrative Services,2016-07-26,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Asset Management_Furniture and Equipment_Acquisition and Maintenance.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITOHR-759415523-240'>UNITOHR-759415523-240</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,2018-12-31,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
1871,353;#Administrative Services,2016-07-26,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Asset Management_Furniture and Equipment_Depreciation Reconc. Reports and Centr Functions.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1871'>POPP-11-1871</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2149,353;#Administrative Services,2016-07-27,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Asset Management_Furniture and Equipment_Disposal and Write-Off.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2149'>POPP-11-2149</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3141,353;#Administrative Services,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Asset Management_Intangible Assets_Acquisition and Maintenance.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2152'>POPP-11-2152</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
3140,353;#Administrative Services,,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Asset Management_Intangible Assets_Amortizations Reconc Reports and Centr Functions.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID='></a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2081,353;#Administrative Services,2016-07-26,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Asset Management_Intangible Assets_Disposal and Write-Off.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2081'>POPP-11-2081</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
990,353;#Administrative Services,2016-07-26,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Asset Management_Leasehold Improvement_ Disposal and Write.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-990'>POPP-11-990</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2184,353;#Administrative Services,2016-07-26,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Asset Management_Leasehold Improvements_Depreciation Reconc. Reports and Centr. Functions.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2184'>POPP-11-2184</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2150,353;#Administrative Services,2016-07-26,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Asset Management_Plant and Property_Acquisition and Maintenance.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2150'>POPP-11-2150</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2182,353;#Administrative Services,2016-07-26,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Asset Management_Plant and Property_Depreciation Reconc. Reports and Centr. Functions.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2182'>POPP-11-2182</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2151,353;#Administrative Services,2016-07-26,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Asset Management_Plant and Property_Disposal and Write-Off.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2151'>POPP-11-2151</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2143,356;#Accountability,2019-05-31,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Duty Travel_Authorizing Official Business Travel.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2143'>POPP-11-2143</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2144,353;#Administrative Services,2018-09-13,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Duty Travel_Daily Subsistence Allowance (DSA).docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2144'>POPP-11-2144</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
1948,353;#Administrative Services,2019-01-06,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Duty Travel_Other Travel Allowances and Expenses.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1948'>POPP-11-1948</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
1949,353;#Administrative Services,2019-01-06,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Duty Travel_Post Travel.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-1949'>POPP-11-1949</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,2022-01-06,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2185,353;#Administrative Services,2016-07-26,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Duty Travel_Requirements_Inoculations and Malaria Prevention.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2185'>POPP-11-2185</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
2146,353;#Administrative Services,2016-07-26,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,Admin Service_Duty Travel_Requirements_Medical Clearance.docx,FALSE,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2146'>POPP-11-2146</a>,Policy,TRUE,Approved,2022-09-15 11:32,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,
