ID,BusinessUnit,Effective Date,Document Language,BaseURL,Name,POPPIsArchived,Uploaded By,DocumentID,Document TYPE,POPPIsActive,Approval Status,Uploaded On,Document Template,Copy PPM Archived Documents,Planned Review Date,Item Type,Path,Document ID Value,FileType,URL
2476,355;#Procurement,2017-08-01,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,PSU_Award and Management of Contract_Contract Management.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2476'>POPP-11-2476</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Award and Management of Contract_Contract Management.docx
580,355;#Procurement,2018-09-25,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,PSU_Award and Management of Contract_General Considerations of Contracting.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-580'>POPP-11-580</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Award and Management of Contract_General Considerations of Contracting.docx
3024,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Types of Separation_Expiration of Fixed-Term Appointment_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-176'>UNITBMS-1904581467-176</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Separation_Expiration of Fixed-Term Appointment_Spanish.docx
2649,349;#Human Resources Management,2018-05-11,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Workplace Harassment and Abuse of Authority Guidelines (Spanish).docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2649'>POPP-11-2649</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Workplace Harassment and Abuse of Authority Guidelines (Spanish).docx
3787,356;#Accountability,2021-12-20,English,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,AC_Ethics_Financial Disclosure Policy (Spanish).docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3787'>POPP-11-3787</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/AC_Ethics_Financial Disclosure Policy (Spanish).docx
3196,349;#Human Resources Management,2017-01-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HRM_ Allowances and Benefits_Dependency Allowances_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3196'>POPP-11-3196</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HRM_ Allowances and Benefits_Dependency Allowances_Spanish.docx
3000,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Types of Separation_Abandonment of Post_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-174'>UNITBMS-1904581467-174</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Separation_Abandonment of Post_Spanish.docx
3023,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Types of Separation_Death_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-175'>UNITBMS-1904581467-175</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Separation_Death_Spanish.docx
3398,349;#Human Resources Management,2010-06-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Types of Leave_Absence Management Guidelines_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3398'>POPP-11-3398</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Absence Management Guidelines_Spanish.docx
3395,349;#Human Resources Management,2016-04-08,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Types of Appointment_Temporary Appointment_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3395'>POPP-11-3395</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Appointment_Temporary Appointment_Spanish.docx
3201,349;#Human Resources Management,2009-07-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Salaries_Overtime Compensation_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3201'>POPP-11-3201</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Salaries_Overtime Compensation_Spanish.docx
3200,349;#Human Resources Management,2016-03-03,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Salaries_Salary Advance_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3200'>POPP-11-3200</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Salaries_Salary Advance_Spanish.docx
3403,349;#Human Resources Management,2017-02-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Performance Management_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3403'>POPP-11-3403</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Performance Management_Spanish.docx
3199,349;#Human Resources Management,2010-10-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Recruitment and Selection_Family Relationships_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3199'>POPP-11-3199</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Recruitment and Selection_Family Relationships_Spanish.docx
3417,355;#Procurement,2016-07-27,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,PSU_Award and Management of Contract_Shipping and Insurance_FR.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3417'>POPP-11-3417</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/PSU_Award and Management of Contract_Shipping and Insurance_FR.docx
3404,349;#Human Resources Management,2018-07-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Non-Staff_Service Contract_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3404'>POPP-11-3404</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Non-Staff_Service Contract_Spanish.docx
3406,349;#Human Resources Management,2018-01-25,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Non-Staff_UNDP Non-Reimbursable Loan Agreement_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3406'>POPP-11-3406</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Non-Staff_UNDP Non-Reimbursable Loan Agreement_Spanish.docx
3002,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlements Upon Separation_Termination Indemnity_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-173'>UNITBMS-1904581467-173</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlements Upon Separation_Termination Indemnity_Spanish.docx
2999,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlements Upon Separation_Entitlements upon Separation_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-171'>UNITBMS-1904581467-171</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlements Upon Separation_Entitlements upon Separation_Spanish.docx
3001,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlements Upon Separation_Last Day for Pay Purposes_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-172'>UNITBMS-1904581467-172</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlements Upon Separation_Last Day for Pay Purposes_Spanish.docx
2998,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlements Upon Separation_Death Benefit_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-170'>UNITBMS-1904581467-170</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlements Upon Separation_Death Benefit_Spanish.docx
2997,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlements Upon Separation_Commutation of Annual Leave_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-169'>UNITBMS-1904581467-169</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlements Upon Separation_Commutation of Annual Leave_Spanish.docx
2996,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlements Upon Separation_Certificate of Service_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-168'>UNITBMS-1904581467-168</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlements Upon Separation_Certificate of Service_Spanish.docx
3194,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlement Travel_Home Leave_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-165'>UNITBMS-1904581467-165</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlement Travel_Home Leave_Spanish.docx
3022,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlement upon Separation_Repatriation Grant_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-167'>UNITBMS-1904581467-167</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlement upon Separation_Repatriation Grant_Spanish.docx
3397,349;#Human Resources Management,2009-07-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Appointment and Promotion_Rules and Procedures for the UNDP Compliance Review Panel_CRP_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3397'>POPP-11-3397</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Appointment and Promotion_Rules and Procedures for the UNDP Compliance Review Panel_CRP_Spanish.docx
2994,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Allowances and Benefits_Mobility and hardship_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-162'>UNITBMS-1904581467-162</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Allowances and Benefits_Mobility and hardship_Spanish.docx
2995,349;#Human Resources Management,,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Allowances and benefits_Settling in Grant_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-163'>UNITBMS-1904581467-163</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Allowances and benefits_Settling in Grant_Spanish.docx
3195,349;#Human Resources Management,2012-04-01,Spanish,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Allowances and Benefits_Danger Pay_Spanish.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3195'>POPP-11-3195</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Allowances and Benefits_Danger Pay_Spanish.docx
2653,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Workplace Harassment and Abuse of Authority (French).docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-2653'>POPP-11-2653</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Workplace Harassment and Abuse of Authority (French).docx
3655,349;#Human Resources Management,2021-11-30,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Work Life_Time Off for Breastfeeding_8 March 2019_FR.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3655'>POPP-11-3655</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Work Life_Time Off for Breastfeeding_8 March 2019_FR.docx
2856,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Types of Separation_Expiration of Fixed-term Appointment_French.docx,,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-173-503'>UNITBMS-173-503</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Separation_Expiration of Fixed-term Appointment_French.docx
3679,349;#Human Resources Management,2009-06-30,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Work Life_Flexible Working Arrangements_FR.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3679'>POPP-11-3679</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Work Life_Flexible Working Arrangements_FR.docx
2850,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Types of Separation_Abandonment of Post_French.docx,,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-173-495'>UNITBMS-173-495</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Separation_Abandonment of Post_French.docx
2854,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Types of Separation_Death_French.docx,,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-173-500'>UNITBMS-173-500</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Separation_Death_French.docx
2861,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Separation of Services_Termination of Appointment for Reasons of Health_French.docx,,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-99'>UNITBMS-1904581467-99</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Separation of Services_Termination of Appointment for Reasons of Health_French.docx
3646,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Types of Appointment_TemporaryAppointment_FR.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3646'>POPP-11-3646</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Appointment_TemporaryAppointment_FR.docx
3656,349;#Human Resources Management,2021-11-30,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Types of Leave_Absence Management Guidelines_FR.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3656'>POPP-11-3656</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Types of Leave_Absence Management Guidelines_FR.docx
2858,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Separation from Services_Last Day for Pay Purposes_French.docx,,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-173-514'>UNITBMS-173-514</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Separation from Services_Last Day for Pay Purposes_French.docx
2860,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Separation from Services_Repatriation Grant_French.docx,,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-173-523'>UNITBMS-173-523</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Separation from Services_Repatriation Grant_French.docx
3683,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Performance Management_FR.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3683'>POPP-11-3683</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Performance Management_FR.docx
3645,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Salaries_Overtime Compensation_FR.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3645'>POPP-11-3645</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Salaries_Overtime Compensation_FR.docx
3659,349;#Human Resources Management,2018-06-30,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Non-Staff_Service Contracts_FR.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=POPP-11-3659'>POPP-11-3659</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Non-Staff_Service Contracts_FR.docx
2855,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlements upon Separation_Entitlements upon Separation_French.docx,,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-173-502'>UNITBMS-173-502</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlements upon Separation_Entitlements upon Separation_French.docx
2877,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlements Upon Separation_Termination Indemnity_FR.docx,,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-98'>UNITBMS-1904581467-98</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlements Upon Separation_Termination Indemnity_FR.docx
2853,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlements Upon Separation_Death Benefit_French.docx,,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-173-499'>UNITBMS-173-499</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlements Upon Separation_Death Benefit_French.docx
2857,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlement Travel_Home Leave_French.docx,False,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-54'>UNITBMS-1904581467-54</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlement Travel_Home Leave_French.docx
2851,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Entitlements upon Separation_Certificate of Service_French.docx,,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-173-497'>UNITBMS-173-497</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Entitlements upon Separation_Certificate of Service_French.docx
2859,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Allowances and Benefits_Mobility and hardship_French.docx,,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-63'>UNITBMS-1904581467-63</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Allowances and Benefits_Mobility and hardship_French.docx
2862,349;#Human Resources Management,,French,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/,HR_Allowances and benefits_Settling in Grant_French.docx,,Pablo Morete,<a href='/_Layouts/15/POPPOpenDoc.aspx?ID=UNITBMS-1904581467-93'>UNITBMS-1904581467-93</a>,Policy,True,Approved,2022-10-07 19:08,,,,Item,UNDP_POPP_DOCUMENT_LIBRARY/Public,,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/HR_Allowances and benefits_Settling in Grant_French.docx
