ID,Document Language,Name,FileType,URL
2115,English,FRM_Resource Planning and Cost Recovery_Direct Project Costs_Harmonized Conceptual Funding Framework and Integrated Budget.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Direct Project Costs_Harmonized Conceptual Funding Framework and Integrated Budget.docx
2004,English,FRM_Resource Planning and Cost Recovery_Universal Price List (UPL) and Local Price List (LPL).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Universal Price List (UPL) and Local Price List (LPL).docx
1716,English,FRM_Resource Planning_UN Agency Services_Common Services Project Management.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning_UN Agency Services_Common Services Project Management.docx
1663,English,FRM_Resource Planning and Cost Recovery_UN Agency Services_UN Agency Services.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_UN Agency Services_UN Agency Services.docx
2027,English,FRM_Revenue Management_Country Co-Financing and Non-Earmarked Programme Cost Sharing.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Revenue Management_Country Co-Financing and Non-Earmarked Programme Cost Sharing.docx
3558,English,FRM_Resource Planning and Cost Recovery_Direct Project Costs_Planning and Paying for Service Delivery to Projects.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Direct Project Costs_Planning and Paying for Service Delivery to Projects.docx
2137,English,FRM_Resource Planning and Cost Recovery_Direct Project Costs_Use of UPL and LPL.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Direct Project Costs_Use of UPL and LPL.docx
2616,English,FRM_Resource Planning and Cost Recovery_Harmonized Conceptual Funding Framework and Cost Recovery Methodology.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Harmonized Conceptual Funding Framework and Cost Recovery Methodology.docx
2118,English,FRM_Resource Planning and Cost Recovery_Direct Project Costs_Multiple Funding Lines for Positions.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Direct Project Costs_Multiple Funding Lines for Positions.docx
2206,English,FRM_Revenue Management_Handling of Cash and Receipts Treasury.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Revenue Management_Handling of Cash and Receipts Treasury.docx
1771,English,FRM_Revenue Management_OR_Joint Programming.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Revenue Management_OR_Joint Programming.docx
2045,English,FRM_Revenue Management_Regular Resources_Core Contributions.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Revenue Management_Regular Resources_Core Contributions.docx
808,English,FRM_Working with External Auditors.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Working with External Auditors.docx
1865,English,FRM_Resource Planning and Cost Recovery_UN Agency Services_Service Clearance Account (SCA) Charging_Billing and Fee Collec.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_UN Agency Services_Service Clearance Account (SCA) Charging_Billing and Fee Collec.docx
3778,English,FRM_Write-Off Requests_ Excluding Property_ Plant and Equipment and Intangible Assets.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Write-Off Requests_ Excluding Property_ Plant and Equipment and Intangible Assets.docx
1669,English,Management of Petty Cash.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Management of Petty Cash.docx
2216,English,Government Local Office Cost (GLOC) Valuation of the In-Kind Contribution from the Host Government.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Government Local Office Cost (GLOC) Valuation of the In-Kind Contribution from the Host Government.docx
2291,English,Pass-through Management when UNDP as AA.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Pass-through Management when UNDP as AA.docx
2203,English,Pooled Fund Management.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Pooled Fund Management.docx
2865,French,Agency Implementation Finances_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Agency Implementation Finances_FR.docx
1860,English,Trust Fund Management.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Trust Fund Management.docx
3663,French,FRM_Banking Arrangement_Opening and Closing Bank Accounts_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Banking Arrangement_Opening and Closing Bank Accounts_FR.docx
3664,French,FRM_Banking Arrangement_Procurement of Banking Services_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Banking Arrangement_Procurement of Banking Services_FR.docx
3691,French,FRM_Cash Arrangements_Cash Operations_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Arrangements_Cash Operations_French.docx
3695,French,FRM_Cash Arrangements_Petty Cash Fund for Management Project (PCF)_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Arrangements_Petty Cash Fund for Management Project (PCF)_French.docx
3692,French,FRM_Cash Arrangements_Project Cash Advance (PCA)_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Arrangements_Project Cash Advance (PCA)_French.docx
3715,French,FRM_Cash Banking and Investment_Project Cash on Hand for DIM Projects (PCH)_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Banking and Investment_Project Cash on Hand for DIM Projects (PCH)_FR.docx
3693,French,FRM_Cash Management_Management of Cash in Crisis or Emergency Situations_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Management_Management of Cash in Crisis or Emergency Situations_FR.docx
3717,French,FRM_Cash Management_Safe Management_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Management_Safe Management_FR.docx
3665,French,FRM_Cash Management_Management of Cash Planning--Forecasting of Cash Flows_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Management_Management of Cash Planning--Forecasting of Cash Flows_FR.docx
3736,French,FRM_Expense Management _Accounts Payable_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Accounts Payable_FR.docx
3718,French,FRM_Expense Management _Creating and Approving Vendors_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Creating and Approving Vendors_FR.docx
3737,French,FRM_Expense Management _Disbursing Funds (Making Payments)_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Disbursing Funds (Making Payments)_FR.docx
3734,French,FRM_Expense Management _Purchase Orders (Commitments Maintenance and Closures)_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Purchase Orders (Commitments Maintenance and Closures)_FR.docx
3738,French,FRM_Expense Management _Raising E-requisitions_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Raising E-requisitions_FR.docx
3730,French,FRM_Expense Management _Receipt of Goods and Services_Receipt of Goods and Application of Incoterms_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Receipt of Goods and Services_Receipt of Goods and Application of Incoterms_FR.docx
3731,French,FRM_Expense Management _Receipt of Goods and Services_Receipt of Goods DAP and Application of Incoterms_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Receipt of Goods and Services_Receipt of Goods DAP and Application of Incoterms_FR.docx
3729,French,FRM_Expense Management _Receipt of Goods and Services_Receipt of Services_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Receipt of Goods and Services_Receipt of Services_FR.docx
3706,French,FRM_Financial Closure of Development Projects and Trust Funds_Financial Closure of Trust Funds_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Closure of Development Projects and Trust Funds_Financial Closure of Trust Funds_FR.docx
3708,French,FRM_Financial Closure_ Financial Closure of Development Projects_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Closure_ Financial Closure of Development Projects_FR.docx
3709,French,FRM_Financial Closure_Refunds to Donors_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Closure_Refunds to Donors_FR.docx
2919,French,FRM_Financial Management and Execution Modalities_Direct Payments_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Execution Modalities_Direct Payments_FR.docx
3070,French,FRM_Financial Management and Execution Modalities_National Implementation_FR .docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Execution Modalities_National Implementation_FR .docx
2871,French,FRM_Financial Management and Execution Modalities_Non-Governmental Organizations Implementation_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Execution Modalities_Non-Governmental Organizations Implementation_FR.docx
2987,French,FRM_Financial Management and Execution Modalities_UNDP Support Services to National Implementation_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Execution Modalities_UNDP Support Services to National Implementation_French.docx
2972,French,FRM_Financial Management and Implementation Modalities _Harmonized Approach to Cash Transfers (HACT)_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Implementation Modalities _Harmonized Approach to Cash Transfers (HACT)_FR.docx
3035,French,FRM_Financial Management and Implementation Modalities_Parallel Fund Management_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Implementation Modalities_Parallel Fund Management_FR.docx
3237,French,FRM_Financial Management and Implementation Modality_Direct Implementation (DIM) Modality_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Implementation Modality_Direct Implementation (DIM) Modality_FR.docx
2886,French,FRM_Financial Management and Implementation Modality_Pass-Through Fund Management UNDP as Participating UN Organization_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Implementation Modality_Pass-Through Fund Management UNDP as Participating UN Organization_FR.docx
3339,French,FRM_Financial Mgt and Implementation Modality_Pass-Through Fund Management UNDP as Participating Organization (French).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Mgt and Implementation Modality_Pass-Through Fund Management UNDP as Participating Organization (French).docx
3711,French,FRM_Financial Operations Management_Corporate Operations and Information Management_Accountability and Internal Controls_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Operations Management_Corporate Operations and Information Management_Accountability and Internal Controls_FR.docx
3739,French,FRM_Financial Operations Management_Corporate Operations and Information Management_Atlas Financial Closure Instructions_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Operations Management_Corporate Operations and Information Management_Atlas Financial Closure Instructions_FR.docx
2868,French,FRM_Financial Operations Management_Corporate Operations and Information Management_Record Retention Data Security_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Operations Management_Corporate Operations and Information Management_Record Retention Data Security_FR.docx
3710,French,FRM_Financial Operations Management_Corporate Operations-Informat-n Management_Maintenance Usage of the Chart_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Operations Management_Corporate Operations-Informat-n Management_Maintenance Usage of the Chart_FR.docx
3742,French,FRM_Financial Operations Management_Statutory and Financial Reporting_Certified Donor Reports_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Operations Management_Statutory and Financial Reporting_Certified Donor Reports_FR.docx
3719,French,FRM_Government Local Office Cost (GLOC) Valuation of the In-Kind Contribution from the Host Government_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Government Local Office Cost (GLOC) Valuation of the In-Kind Contribution from the Host Government_FR.docx
3598,French,FRM_Inventory Management_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Inventory Management_French.docx
3694,French,FRM_Management of Petty Cash_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Management of Petty Cash_French.docx
3585,French,FRM_Pipeline and Revenue Management_Non-core contributions_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Pipeline and Revenue Management_Non-core contributions_FR.docx
3416,French,FRM_Pipeline and Revenue Management_Regular Resources_Government Contributions to Local Office Costs from LIC and MIC_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Pipeline and Revenue Management_Regular Resources_Government Contributions to Local Office Costs from LIC and MIC_FR.docx
3720,French,FRM_Resource Management_Other Resources_Handling Cash and Receipts_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Management_Other Resources_Handling Cash and Receipts_FR.docx
2875,French,FRM_Resource Planning and Cost Recovery_Cost Recovery_Cost Recovery from Other Resources - GMS_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Cost Recovery_Cost Recovery from Other Resources - GMS_FR.docx
2918,French,FRM_Resource Planning and Cost Recovery_Cost Recovery_GMS Fee Set-up and Collection_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Cost Recovery_GMS Fee Set-up and Collection_FR.docx
2890,French,FRM_Resource Planning and Cost Recovery_Cost Recovery_GMS_Expenditure Of Income Accrued From Cost Recovery_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Cost Recovery_GMS_Expenditure Of Income Accrued From Cost Recovery_FR.docx
3066,French,FRM_Resource Planning and Cost Recovery_Direct Project Costs_Multiple Funding Lines for Positions_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Direct Project Costs_Multiple Funding Lines for Positions_FR.docx
2893,French,FRM_Resource Planning and Cost Recovery_Direct Project Costs_Use of UPL and LPL_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Direct Project Costs_Use of UPL and LPL_FR.docx
2888,French,FRM_Resource Planning and Cost Recovery_Harmonized Conceptual Funding Framework and Cost Recovery Methodology_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Harmonized Conceptual Funding Framework and Cost Recovery Methodology_FR.docx
3206,French,FRM_Resource Planning and Cost Recovery_UN Agency Services_SCA_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_UN Agency Services_SCA_French.docx
3069,French,FRM_Resource Planning and Cost Recovery_UN Agency Services_UN Agency Services_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_UN Agency Services_UN Agency Services_French.docx
3059,French,FRM_Resource Planning_UN Agency Services_Common Services Project Management _FR .docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning_UN Agency Services_Common Services Project Management _FR .docx
3204,French,FRM_Resource Planning and Cost Recovery_Universal Price List (UPL) and Local Price (LPL)_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Universal Price List (UPL) and Local Price (LPL)_FR.docx
3744,French,FRM_Revenue Management_Country Co-Financing and Non-Earmarked Programme Cost Sharing_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Revenue Management_Country Co-Financing and Non-Earmarked Programme Cost Sharing_FR.docx
3496,French,FRM_Revenue Management_OR_ Joint Programming_French.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Revenue Management_OR_ Joint Programming_French.docx
3743,French,FRM_Trust Fund Management_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Trust Fund Management_FR.docx
3721,French,FRM_Working with External Auditors_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Working with External Auditors_FR.docx
2874,French,Pass-through Management when UNDP as AA_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Pass-through Management when UNDP as AA_FR.docx
2982,Spanish,Agency Implementation Finances_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Agency Implementation Finances_Spanish.docx
3292,French,Pooled Fund Management_FR.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/Pooled Fund Management_FR.docx
3145,Spanish,FRM_Banking Arrangement_Designation and Responsibilities of Signatories_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Banking Arrangement_Designation and Responsibilities of Signatories_Spanish.docx
3146,Spanish,FRM_Banking Arrangement_Opening and Closing Bank Accounts_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Banking Arrangement_Opening and Closing Bank Accounts_Spanish.docx
3159,Spanish,FRM_Cash Arrangements_Cash Operations_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Arrangements_Cash Operations_Spanish.docx
3172,Spanish,FRM_Expense Management _Receipt of Goods and Services_Receipt of Goods FOB and Application of Incoterms_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Receipt of Goods and Services_Receipt of Goods FOB and Application of Incoterms_SP.docx
3173,Spanish,FRM_Expense Management _Receipt of Goods and Services_Receipt of Goods and Application of Incoterms_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Receipt of Goods and Services_Receipt of Goods and Application of Incoterms_SP.docx
3174,Spanish,FRM_Expense Management _Purchase Orders (Commitments Maintenance and Closures)_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Purchase Orders (Commitments Maintenance and Closures)_SP.docx
3178,Spanish,FRM_Expense Management _Raising E-requisitions_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Raising E-requisitions_SP.docx
3177,Spanish,FRM_Expense Management _Disbursing Funds (Making Payments)_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Disbursing Funds (Making Payments)_Spanish.docx
3183,Spanish,FRM_Expense Management _Creating and Approving Vendors_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Creating and Approving Vendors_SP.docx
3148,Spanish,FRM_Cash Management_Management of Cash Planning--Forecasting of Cash Flows_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Management_Management of Cash Planning--Forecasting of Cash Flows_SP.docx
3176,Spanish,FRM_Expense Management _Accounts Payable_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Accounts Payable_Spanish.docx
3157,Spanish,FRM_Cash Banking and Investment_Project Cash on Hand for DIM Projects (PCH)_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Banking and Investment_Project Cash on Hand for DIM Projects (PCH)_Spanish.docx
3151,Spanish,FRM_Cash Management_Bank Account Reconciliation_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Management_Bank Account Reconciliation_Spanish.docx
3158,Spanish,FRM_Cash Arrangements_Project Cash Advance (PCA)_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Arrangements_Project Cash Advance (PCA)_Spanish.docx
3156,Spanish,FRM_Cash Arrangements_Project Petty Cash Fund (PPCF)_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Arrangements_Project Petty Cash Fund (PPCF)_Spanish.docx
3154,Spanish,FRM_Cash Arrangements_Petty Cash Fund for Management Project (PCF)_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Cash Arrangements_Petty Cash Fund for Management Project (PCF)_Spanish.docx
3170,Spanish,FRM_Expense Management _Receipt of Goods and Services_Receipt of Services_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Receipt of Goods and Services_Receipt of Services_Spanish.docx
3182,Spanish,FRM_Expense Management _Receipt of Goods and Services_Receipt of Works_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Receipt of Goods and Services_Receipt of Works_Spanish.docx
3171,Spanish,FRM_Expense Management _Receipt of Goods and Services_Receipt of Goods DAP and Application of Incoterms_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Expense Management _Receipt of Goods and Services_Receipt of Goods DAP and Application of Incoterms_SP.docx
3161,Spanish,FRM_Financial Closure of Development Projects and Trust Funds_Financial Closure of Trust Funds_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Closure of Development Projects and Trust Funds_Financial Closure of Trust Funds_SP.docx
3160,Spanish,FRM_Financial Closure_ Financial Closure of Development Projects_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Closure_ Financial Closure of Development Projects_Spanish.docx
2571,Spanish,FRM_Financial Management and Execution Modalities_Direct Cash Transfers and Reimbursements (Spanish).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Execution Modalities_Direct Cash Transfers and Reimbursements (Spanish).docx
2330,Spanish,FRM_HACT_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_HACT_Spanish.docx
2572,Spanish,FRM_Financial Management and Execution Modalities_Direct Payments (Spanish).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Execution Modalities_Direct Payments (Spanish).docx
2573,Spanish,FRM_Financial Management and Execution Modalities_National Implementation (Spanish).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Execution Modalities_National Implementation (Spanish).docx
2574,Spanish,FRM_Financial Management and Execution Modalities_Non-Governmental Organizations Implementation (Spanish).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Execution Modalities_Non-Governmental Organizations Implementation (Spanish).docx
2986,Spanish,FRM_Financial Management and Execution Modalities_UNDP Support Services to National Implementation_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Execution Modalities_UNDP Support Services to National Implementation_Spanish.docx
2575,Spanish,FRM_Financial Management and Implementation Modality_Direct Implementation (DIM) Modality (Spanish).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Management and Implementation Modality_Direct Implementation (DIM) Modality (Spanish).docx
2577,Spanish,FRM_Financial Mgt and Implementation Modality_Pass-Through Fund Management UNDP as Participating Organization (Spanish).docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Mgt and Implementation Modality_Pass-Through Fund Management UNDP as Participating Organization (Spanish).docx
3163,Spanish,FRM_Financial Operations Management_Corporate Operations and Information Management_Accountability and Internal Controls_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Operations Management_Corporate Operations and Information Management_Accountability and Internal Controls_SP.docx
3179,Spanish,FRM_Financial Operations Management_Corporate Operations and Information Management_Atlas Financial Closure Instructions_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Operations Management_Corporate Operations and Information Management_Atlas Financial Closure Instructions_SP.docx
2983,Spanish,FRM_Financial Operations Management_Corporate Operations and Information Management_Record Retention Data Security_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Operations Management_Corporate Operations and Information Management_Record Retention Data Security_Spanish.docx
3166,Spanish,FRM_Financial Operations Management_Corporate Operations-Informat-n Management_Maintenance Usage of the Chart_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Financial Operations Management_Corporate Operations-Informat-n Management_Maintenance Usage of the Chart_SP.docx
3144,Spanish,FRM_Inventory Management_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Inventory Management_Spanish.docx
2985,Spanish,FRM_Parallel Fund Management_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Parallel Fund Management_Spanish.docx
3181,Spanish,FRM_Pipeline and Revenue Management_Other Resources_Accounts Receivable_SP.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Pipeline and Revenue Management_Other Resources_Accounts Receivable_SP.docx
3423,Spanish,FRM_Pipeline and Revenue Management_Other Resources_Non-Core contributions_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Pipeline and Revenue Management_Other Resources_Non-Core contributions_Spanish.docx
3240,Spanish,FRM_Pipeline and Revenue Management_Regular Resources_Government Contributions to Local Office Costs from LIC and MIC_Sp.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Pipeline and Revenue Management_Regular Resources_Government Contributions to Local Office Costs from LIC and MIC_Sp.docx
2617,Spanish,FRM_Resource Planning and Cost Recovery_Harmonized Conceptual Funding Framework and Cost Recovery Methodology_Spanish.docx,docx,https://popp.undp.org/UNDP_POPP_DOCUMENT_LIBRARY/Public/FRM_Resource Planning and Cost Recovery_Harmonized Conceptual Funding Framework and Cost Recovery Methodology_Spanish.docx
